Nome Contratado,Quantidade_Orgao,Total_Contratos
PERFUGEL - PERFURACOES GEOLOGICAS LTDA,1,377900.0000
PERINAZZO & PERINAZZO DOCES E ALIMENTOS LTDA,1,102261.7500
PERNAMBUCO CONSERVADORA LTDA,1,209918.5000
ODONTO BEM LTDA,1,20000.0000
ODONTOLOGIA SOUZA & DIAS LTDA,1,79500.0000
OESTE ORGANIZACAO ESTRADAS TOPOGRAFIA E ENGENHARIA LTDA,1,5000.0000
"OF.CARAN - PROJETOS, CONSULTORIA E PLANEJAMENTO LTDA",1,230000.0000
OFFICE DO BRASIL IMPORTACAO E EXPORTACAO LTDA,1,139275.0000
OFFICE VENDAS LTDA,1,91800.0000
OFIR SAUDE LTDA.,1,79500.0000
OFTALMO CENTRO MILLENIUM LTDA,1,60000.0000
PETERSON JOSE BERNARDO,1,65000.0000
PETRA EDITORIAL LTDA,1,1161183.2600
PETRI PETROLINA LTDA,1,100000.0000
PETROFFACIL COMBUSTIVEIS LTDA,1,815400.0000
PETRONILIA DIAS DA SILVA RODRIGUES,1,16798.1500
PH CONSTUTORA E MATERIAL DE CONSTRUCAO LTDA,1,89988.8400
PHARMACIA ARTESANAL LTDA,1,1484450.0000
PHASES ARQUIVOS LTDA,1,453000.0000
PHENIX COMERCIO E SERVICOS EM GERAL LTDA,1,1059851.5200
ZALA ENGENHARIA LTDA,1,10359690.9600
ZAPT EDITORA LTDA,1,351728.5900
ZEITTEC SOLUCOES EM CONECTIVIDADE LTDA,1,6470600.0000
ZELO LOCACAO DE MAO DE OBRA LTDA,1,53599.9200
ZEUS COMERCIAL LTDA,1,66370.0000
ZIT GRAFICA E EDITORA LTDA,1,412517.7800
VMI TECNOLOGIAS LTDA.,1,990000.0000
VMP REPRESENTACOES E COMERCIO LTDA,1,662549.8000
VOLGA COMERCIAL DE EQUIPAMENTOS LTDA,1,92172.4400
VOLUS INSTITUICAO DE PAGAMENTO LTDA,1,8502996.2100
VOTECH TECNOLOGIA EM VOTACAO LTDA,1,582617.6800
VSG - VIGILANCIA E SEGURANCA EM GERAL LTDA,1,3844840.6300
VSIX UNIFORMES PROFISSIONAIS LTDA,1,892619.0000
VTC OPERADORA LOGISTICA LTDA,1,23388746.4700
VYTTRA DIAGNOSTICOS S.A.,1,346800.0000
W A SIQUEIRA ENGENHARIA LTDA,1,4401500.0000
WAGNER VITOR LAGE,1,67021.3900
WALDIMARA DE ARAUJO SILVA,1,159000.0000
WATERSERVICE PROJETOS INSTALACOES E SERVICOS LTDA,1,842896.1800
WCLE-DIAGNOSTICO POR IMAGENS LTDA,1,32027.0000
WEM EQUIPAMENTOS ELETRONICOS LTDA,1,19940.0000
WESLEM DOS SANTOS LIMA,1,56085.4100
WESLEY PEREIRA DA SILVA,1,70938.7300
WG TERCEIRIZACAO E SERVICOS LTDA,1,73606.8000
WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.,1,502347.4400
WIDETECH AUTOMACAO LTDA,1,99900.0000
WIKI TELECOMUNICACOES LTDA,1,19770.0000
WILIAN BATISTA DE SOUZA 35988677860,1,47.9000
WILLYAM PEREIRA DA SILVA TRANSPORTE,1,60469.4000
WINNER INDUSTRIA DE DESCARTAVEIS LTDA,1,221340.0000
WISEIT - SISTEMAS E INFORMATICA LTDA,1,1114484.9900
WORK TEMPORARY SERVICOS EMPRESARIAIS LTDA,1,171069.9600
WORKS CONSTRUCAO & SERVICOS LTDA,1,3224599.2400
WORKWARE COMERCIAL E INFORMATICA LTDA,1,35000.0000
WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA,1,733900.0000
WORLD PARTNERS SOLUCOES EM INFORMATICA LTDA,1,1212360.0000
WORLD TELECOM LTDA,1,278711.9900
WR REFRIGERACAO LTDA,1,27730.0000
WS DISTRIBUIDORA DE ALIMENTOS LTDA,1,14143.0400
WS INFORTEC COMERCIO LTDA,1,12159.8400
X  BELMAX SERVICE LTDA,1,736769.6400
"XIKO SOM - SOM, PALCO E LUZ LTDA",1,121750.0000
XINGU SERVICOS E SOLUCOES AMBIENTAIS LTDA,1,851141.5200
XMOBOTS AEROESPACIAL E DEFESA LTDA,1,2112516.4300
XP ON CONSULTORIA LTDA,1,137994.0000
XPAND LOGISTICS LTD,1,1980223.4000
YELLOW BUNKER SERVICOS DE PRODUCAO VISUAL LTDA,1,114850.0000
YELLOW DATA - SOLUCOES INTELIGENTES EM TI LTDA.,1,6660.0000
YES WAY COMERCIO E SERVICOS DE SOLUCOES AVANCADAS DE INFORMATICA LTDA,1,34668.0000
YOUKALI CASA DE AUTORES LTDA,1,397925.7800
VICENTE XISTO CUPERTINO,1,28613.1600
VICTOR VITOI CANGUSSU,1,67021.3900
VIDA MELHOR EDITORA LTDA,1,421530.4900
VIDEOJET DO BRASIL COMERCIO DE EQUIPAMENTOS PARA CODIFICACAO INDUSTRIAL LTDA,1,627623.4900
VIENENSE CONTEUDO E SERVICOS EDITORIAIS LTDA,1,737789.9700
VILLA CERVANTES SAUDE MENTAL ASSISTIDA LTDA,1,800000.0000
VILLARD COMERCIAL LTDA,1,21960.0000
VILLEGA COMERCIO E REFRIGERACAO LTDA,1,195003.0000
VIP EVENTOS LTDA,1,61642.5500
VIP SAUDE E SOLUCOES MEDICAS LTDA,1,1000000.0000
VIP SOLUCOES E NEGOCIOS LTDA,1,246054.2600
VIPETRO CONSTRUCOES E MONTAGENS INDUSTRIAIS LTDA.,1,6086100.0000
VIRTUAL INFRAESTRUTURA E ENERGIA LTDA,1,138582.9600
VISOMES COMERCIAL METROLOGICA LTDA,1,4106.0000
VITA BERALDI SERVICOS MEDICOS S/S,1,200000.0000
VITAE - CURSOS PROFISSIONALIZANTES LTDA,1,8955.0000
VITAL COMPANY LTDA,1,57987.0000
VITEC 2005 COMERCIO E INSTALACOES DE EQUIPAMENTOS LTDA,1,11610.0000
VITRINE EDITORA LTDA,1,1437665.2400
VITTA LABOR COMERCIAL LTDA.,1,10880.0000
VITULA DIAGNOSTICOS LTDA,1,0.0200
VIVA HOME CARE ATENDIMENTO A SAUDE LTDA,1,60000.0000
VIVA SERVICOS LTDA,1,792172.4400
VIVER CENTRO DE DESENVOLVIMENTO E PSICOLOGIA LTDA.,1,9130.0000
VIVIAN MACIEL CAVALCANTI DANTAS,1,20000.0000
VIVIAN SPANEMBERG MACUGLIA LTDA,1,100000.0000
VIVO LICITACOES LTDA,1,815.0000
VLA POZZI COMERCIO DE MOVEIS LTDA,1,2857.1600
TOYOTA DO BRASIL LTDA,1,3128180.0000
TRACES CONSULTORIA EM INFORMATICA LTDA,1,5001236.9600
TRADE TRAUMATOLOGIA E DERMATOLOGIA LTDA,1,15000.0000
TRADEHOSP COMERCIO DE PRODUTOS PARA SAUDE LTDA,1,31080.0000
TRAFECON ENGENHARIA LTDA,1,4282093.2900
TRAFOCARE LTDA,1,29000.0000
TRAMA EDITORA LTDA.,1,585689.7100
"TRANE TECHNOLOGIES INDUSTRIA, COMERCIO E SERVICOS DE AR-CONDICIONADO LTDA",1,144000.0000
TRANSIT ELETRIC LOCADORA DE VEICULOS LTDA,1,1992000.0000
TRANSPORTADORA NEY DAS MUDANCAS LTDA,1,557790.0000
TRANSPORTE E TURISMO REAL BRASIL LTDA,1,4972347.0000
TRANSPORTE VITORIA LTDA,1,730000.0000
TRANSPORTES DE CARGAS LTDA,1,156000.0000
"TRANSRIO CAMINHOES, ONIBUS, MAQUINAS E MOTORES LTDA",1,1943700.0000
TRAPISA ENGENHARIA LTDA,1,992832.8300
TRIFASE SOLUCOES EM ENERGIA LTDA,1,69914.2500
TRINDADE CONSTRUCOES ENGENHARIA E CONSULTORIA LTDA,1,1389431.0800
TRIOLET EDITORIAL & PUBLICACOES LTDA,1,236836.0200
TRIX SERVICOS INTEGRADOS LTDA,1,120572.4600
TROIA EDITORA E DISTRIBUIDORA LTDA,1,1237996.7200
TROPICAL AR COMERCIO E SERVICO LTDA,1,180000.0000
TS CONSULTORIA EMPRESARIAL S.A.,1,1472532.0000
TUDILIBA EDITORIAL LTDA,1,259865.9000
TV LIBRAS PRODUCAO AUDIOVISUAL LTDA,1,94640.0000
U RELVAS DOLIVEIRA LTDA,1,357758.4000
UBU EDITORA LTDA,1,343667.3300
UCB BIOPHARMA LTDA.,1,130057295.2800
UL QUIMICA E CIENTIFICA LTDA,1,1034064.0000
ULTRA INTERNET EIRELI,1,1438.8000
ULTRAGENYX BRASIL FARMACEUTICA LTDA.,1,90222715.1100
ULTRAMAR USA INC,1,0.0000
UMA AUTOMACAO E SERVICOS DE INFRA-ESTRUTURA DE REDES LTDA,1,949890.0000
UNA COMUNICACAO E PARTICIPACOES LTDA,1,206830.0000
UNA ENGENHARIA E SERVICOS LTDA,1,64072.1500
UNI DIDATICA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,1,29000.0000
UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1,1077819.1600
UNIAO DE MILITARES EVANGELICOS DA MARINHA,1,0.0000
UNIAO PECAS E SERVICOS LTDA,1,329650.0000
UNICA DISTRIBUIDORA E LOCACAO DE COPIADORAS LTDA,1,791447.0400
UNIDADE DE RADIODIAGNOSTICO E ULTRA-SONOGRAFIA LTDA,1,9000000.0000
UNIDADE DE ULTRASSONOGRAFIA DE RONDONIA LTDA,1,150000.0000
UNIGAS DISTRIBUIDORA DE AGUA E GAS LTDA,1,3712.0000
UNIMED MISSOES/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA.,1,4800000.0000
UNIMED SALTO/ITU - COOPERATIVA MEDICA,1,0.0100
UNINEFRON - UNIDADE NEFROLÓGICA,1,3000000.0000
UNIS PLANTAS ORNAMENTAIS LTDA,1,303900.0000
UNITECH RIO COMERCIO E SERVICOS LTDA,1,3816.0000
UNITY COMERCIO E SERVICOS AUTOMOTIVOS LTDA,1,6628.3300
UNIVERSAL IMPORTACAO EXPORTACAO E COMERCIO LIMITADA,1,199999.8800
UNIVERSO DA LITERATURA EDITORA LTDA,1,695871.4700
UNIVERSO DOS LIVROS EDITORA LTDA,1,357218.1400
UNIVERSO TECNICO LTDA,1,27300.0000
"UNNA LAB COMERCIO, IMPORTACAO DE PRODUTOS LABORATORIAIS LTDA",1,222000.0000
UNONET TELECOMUNICACOES LTDA,1,5636.0000
UP AUTOMACAO INDUSTRIAL LTDA,1,97500.0000
URANIA PLANETARIO MOVEL ORGANIZACAO DE EVENTOS LTDA,1,548000.0000
URC - UNIDADE DE RADIOLOGIA DE CUIABA LTDA,1,200000.0000
UROMEDICAL CENTRO AVANCADO DE UROLOGIA E ANDROLOGIA LTDA,1,56577.0000
UROTECH SERVICOS MEDICOS LTDA,1,700000.0000
URSA COMERCIAL LTDA,1,3331.8000
V & M NEGOCIOS LTDA,1,25396.9000
V. B. DA SILVA,1,98421.6300
VAGNER MARTINS DE SOUZA 86445031544,1,84836.6400
VALDEMAR DA SILVA DO NASCIMENTO,1,137797.4200
VALE DOS CAES LTDA,1,229716.0000
VALE ENERGIA SERVICOS CONST.. ELETRICA LTDA,1,161093.3900
THRUONE ENGENHARIA LTDA,1,185450.0000
TICKET SOLUCOES HDFGT S/A,1,1313204.3700
TIM S A,1,45637.5000
TIME CINE - BROADCAST LTDA,1,70500.0000
TINPAVI INDUSTRIA E COMERCIO DE TINTAS LTDA,1,344400.0000
TK ELEVADORES BRASIL LTDA,1,19440.0000
TOALL COMERCIO E SERVICOS LTDA.,1,28396.0000
TOCALIVROS LTDA.,1,278042.5000
TODAVIA EDITORA S.A.,1,632255.3300
TOMUS SOLUCOES EM ELETRONICA E TELECOMUNICACOES LTDA,1,636180.0000
TOP CARE PRODUTOS E SERVICOS HOSPITALARES LTDA,1,20333.4500
TOP CENTER TECNOLOGIA LTDA,1,27594.7200
TOP SERVICE TERCEIRIZACAO LTDA,1,463291.4400
TOPFAR MEDIC DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,1,357282.4800
TOTAL - VIGILANCIA E SEGURANCA LTDA,1,1297333.2000
TOTE EDITORA LTDA,1,1344135.6300
TERA LTDA,1,276667.2500
TEREZA BEZ BATTI FONTANELA,1,96000.0000
TEREZINHA DE ARAUJO ABDON,1,39198.0000
TERRA PERFURACOES LTDA,1,323676.9600
TERRA SUL EDITORA LTDA,1,468268.3100
TERRAS BONSUCESSO LTDA.,1,595464.9200
TESCAN DO BRASIL INSTRUMENTOS CIENTIFICOS LTDA,1,30845.0000
SIMSAUDE SERVICOS LTDA,1,1738997.8800
SINAL VITAL COMERCIAL DE PRODUTOS MEDICOS E SERVICOS LTDA,1,21228.0000
SINDICATO DA INDUSTRIA DE PRODUTOS FARMACEUTICOS,1,230000.0000
SIRLEY GONCALVES FERREIRA DE ABREU,1,7782.1400
SISNAC PRODUTOS PARA SAUDE LTDA,1,537270.0000
SISTEMA DE EMERGENCIA MOVEL DE BRASILIA LTDA,1,16800.0000
TELEFONIA 2,1,18779.5800
SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,1,39764.3000
SERVIO AUTONOMO DE AGUA E ESGOTO -DE CACOAL,1,12355.0100
VALMIR JORGE VOISKI,1,17500.0000
VALTER SOARES PEREIRA,1,2265.0000
VAN BLAD COMUNICACAO E ENTRETENIMENTO LTDA,1,736709.3600
VAN ROSA PRESTACAO DE SERVICOS LTDA,1,5348601.2400
VANDERSON R LOPES LTDA,1,4561767.9500
VANGINEL DE FATIMA MALAQUIAS TURBINO,1,79500.0000
VANGIVALDO S DOS SANTOS SERVICOS GRAFICOS,1,197056.9400
VANGUARD SEGURANCA PRIVADA LTDA,1,129000.0000
VANGUARDA INFORMATICA LTDA,1,342200.0000
VANILDO PEREIRA DE SOUZA,1,32761.0500
VARIAN MEDICAL SYSTEMS BRASIL LTDA.,1,186030.0000
VARIMAQ PRODUTOS E VARIEDADES - EIRELI,1,3800.0000
VASCONCELOS TERRAPLANAGEM E CONSTRUCOES LTDA,1,20150.0000
VCS CONSTRUCOES E SERVICOS LTDA,1,106250.1600
VECTRA WORK INDUSTRIA E COMERCIO DE UNIFORMES E EQUIPAMENTOS DE PROTECAO INDIVID,1,5908908.0000
VEGA TECNOLOGIA EM SEGURANCA LTDA,1,15188.9700
VELAIR ESCOLA DE AVIACAO CIVIL LTDA,1,495937.5000
VENTURIELSO VENTURA GOMES,1,55000.0000
VEOLIA WATER TECHNOLOGIES BRASIL LTDA,1,2935.5000
VERA LUCIA BOLDRIN MIOTTO,1,381735.0000
VERBA EDITORIAL LTDA,1,411759.9000
VERDE AMBIENTAL ALAGOAS S.A.,1,1358.2800
VERGUEIRO INSTALACAO ELETRICA LTDA,1,388000.0000
VERNASCE ADMINISTRADORA DE SERVICOS LTDA,1,30500.0400
VERSAL CONSTRUCAO E CONSULTORIA LTDA,1,589993.5900
"VERTICAL - ENGENHARIA, CONSTRUCAO E EMPREENDIMENTOS LTDA",1,2348266.9800
VERTICAL DO PONTO INDUSTRIA E COM DE PARA QUEDAS LTDA,1,116184.0000
VERTICAL TERCEIRIZACAO DE SERVICOS LTDA,1,148572.4600
VETCONTROL SAUDE AMBIENTAL LTDA,1,206371.2000
TELSINC COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA.,1,921672.0000
VIACOM NEXT GENERATION COMUNICACAO LTDA,1,16999.9800
VIAPLAN - ENGENHARIA E EMPREENDIMENTOS LTDA,1,2612994.5900
TEXTO EDITORES LTDA.,1,766952.9500
TF ENGENHARIA E REPRESENTACOES LTDA,1,382089.6800
THE BEST WAY - SERVICE LTDA,1,7600000.0000
SYSTEM MANAGER TECNOLOGIA EM INFORMATICA LTDA,1,291450.0000
SYSTEM NETWORKS LTDA,1,1432465.0000
T CASTRO & TEODORO LTDA,1,45576.0000
T L ENGENHARIA LTDA,1,43950000.0000
T M L DOS SANTOS  LTDA,1,46431.0000
T. A. ESTACIONAMENTOS E NEGOCIOS LTDA,1,17280.0000
T. H. S. BEZERRA LTDA,1,6881.9000
T. P. A. SALES,1,10500.0000
T. P. S. DOS SANTOS SERVICOS E EVENTOS LTDA,1,30480.0000
TAINA NEIVA JARDIM,1,13000.0000
TAINA PENITENTE NOVELLI,1,535.1600
TAKEDA DISTRIBUIDORA LTDA.,1,41897475.7600
TANK METALURGICA LTDA,1,29069.0000
TARGET ENGENHARIA E CONSULTORIA LTDA.,1,37282.0700
TARSIA GOMES DE ARAUJO CESNA,1,30000.0000
TATIANE NETO BARBOSA,1,67021.3900
TATICAL CASES EQUIPAMENTOS LTDA,1,575700.0000
TBL SERVICOS LTDA,1,862196.0500
TEC SERVICE COMERCIO E SERVICOS LTDA,1,2882845.4000
TECA TECNOLOGIA E COMERCIO LTDA,1,103640.0000
TECBRAS INDUSTRIA E COMERCIO DE PECAS MECANICAS LTDA,1,4280.0000
TECHGRAFICA COMERCIO E SERVICOS DE MANUTENCAO LTDA,1,156800.0000
TECHMED ENGENHARIA HOSPITALAR LTDA,1,256506.8300
TECHNOCOPY EQUIPAMENTOS SUPRIMENTOS E SERVICOS LTDA,1,14395.9800
TECNICA CONSTRUCOES LTDA,1,617925.3200
TECNISAN SISTEMAS OPERACIONAIS DE SANEAMENTO LTDA,1,29240.0000
TECNO2000 INDUSTRIA E COMERCIO LTDA,1,191870.0000
TECNOGOV COMERCIAL LTDA,1,3520.0000
TECNOTEL TECNOLOGIA EM TELECOMUNICACAO E SISTEMAS LTDA,1,24000.0000
TECNOTON APARELHOS MEDICOS LTDA,1,0.0000
TECZAP COMERCIO E DISTRIBUICAO LTDA,1,46700.0000
TEKIS TECNOLOGIAS AVANCADAS LTDA,1,140120.0000
TELE ALARME SEGURANCA ELETRONICA LTDA,1,7500.0000
TELEALARME BRASIL LTDA,1,9588.0000
TELEALPHA COMERCIAL LTDA,1,332703.9100
"SJG SOLUCOES, EM LICITACOES COMERCIO E SERVICOS LIMITADA",1,134690.4000
SJT SEGURANCA E VIGILANCIA PATRIMONIAL LTDA,1,230893.0000
SKA AUTOMACAO DE ENGENHARIAS LTDA,1,21157.8900
SKY SERVICOS DE BANDA LARGA LTDA.,1,11613.6000
SKYLAB COMERCIAL HOSPITALAR LTDA,1,6470.0000
SL CONSTRUTORA LTDA,1,4915000.0000
SLC SERVICOS AEROPORTUARIO LTDA,1,1527166.4200
SMART LINK SOLUCOES LTDA,1,502076.5200
SMARTX IMPORTACAO E COMERCIO LTDA,1,78750.0000
SOARES & BOZZI COMERCIO DE GAS E TRANSPORTES LTDA.,1,14120.0000
SOBRAL-CHAVES E CARIMBOS LTDA,1,235355.1000
SOCIEDADE DE ABASTECIMENTO DE AGUA E SANEAMENTO SA,1,34994.2800
SOCIEDADE LITERARIA EDICOES E EMPREENDIMENTOS LTDA,1,1395808.3100
SOCIEDADE OFTALMOLOGICA DO NORTE DE MINAS - SOCIEDADE SIMPLES,1,8000.0000
SOCITEC CONSTRUCOES LTDA,1,493310.4000
SODEXO PASS DO BRASIL SERVICOS E COMERCIO S.A.,1,29280.0000
SOLAB CIENTIFICA EQUIPAMENTOS PARA LABORATORIOS LTDA,1,157770.0000
SOLAB EQUIPAMENTOS PARA LABORATORIOS LTDA,1,3500.0000
SOLARIS TELEINFORMATICA LTDA,1,115004.6000
SOLL -SERVICOS OBRAS E LOCACOES LTDA,1,568653.1200
SOLLUS COMERCIO E TECNOLOGIA EM CONTROLE DE PONTO E ACESSO LTDA,1,8449.9200
SOLONTEC SERVICOS DE LIMPEZA E TRANSPORTES LTDA,1,450171.2800
SOLUCAO SERVICOS COMERCIO E CONSTRUCAO LTDA,1,974703.8400
SOLUCOES MODERNA EDITORA E SERVICOS EDUCACIONAIS LTDA.,1,1109959.3400
"SOLUCOES NORTE ENGENHARIA, CONSTRUCOES E COMERCIO LTDA",1,3564.0000
SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A,1,5108.5800
SONIA MARIA RODRIGUES DO CARMO,1,429.4000
SOS OFTALMO - CLINICA OFTALMOLOGICA S/S LTDA,1,150000.0000
SOS RIM DE PORTO VELHO LTDA,1,600000.0000
SOS TECNOLOGIA E GESTAO DA INFORMACAO LTDA,1,485391.4900
SOUSA E FIGUEIREDO CONSTRUCOES LTDA,1,1050000.0000
SOWILO EDITORA E DISTRIBUIDORA DE LIVROS LTDA,1,736517.4300
SPECIALTY PHARMA GOIAS LTDA,1,26840476.6000
SPELL COMERCIO E SERVICO DE AR CONDICIONADO LTDA,1,22200.0000
SR ENGENHARIA LTDA,1,421589.9300
SR TRADE INDUSTRIA E COMERCIO LTDA,1,102000.0000
STAMM MUDANCAS E TRANSPORTES LTDA,1,136800.0000
STAN COMERCIO DE PRODUTOS MEDICOS LTDA,1,8874.8400
STAR SERVICOS DE INTERNET LTDA,1,4318.8000
STASI CARRARO ARQUITETURA LTDA,1,81800.0000
STEFANINI CONSULTORIA E ASSESSORIA EM INFORMATICA S.A.,1,236499.0000
STERI  GRAU PRODUTOS HOSPITALARES LTDA,1,100116.0000
STORZ ASSESSORIA E CONSULTORIA A EMPRESAS LTDA,1,1592997.5600
STRATTNER BV,1,3827616.5300
STYLUS SERVICOS DE LIMPEZA E CONSERVACAO LTDA,1,231600.0000
SUELI ROCHA DE SOUZA LTDA,1,750000.0000
SUELLEN MENDES FERREIRA VASCONCELOS,1,50000.0000
SUL BAHIA LAVANDERIA LTDA,1,4130092.8000
SULCLEAN SERVICOS LTDA,1,311218.8000
SULMINAS SUPLEMENTOS E NUTRICAO LTDA,1,318150.0000
SUPER SUICA DISTRIBUIDORA E COMERCIO LTDA,1,48992.0900
SUPER VIAS REDES INTEGRADAS LTDA,1,36360.0000
SUPERIMAGEM TECNOLOGIA EM ELETRONICA LTDA,1,237000.0000
SUPPORT PRODUTOS NUTRICIONAIS LTDA,1,41500.8000
SUPREMAX SEGURANCA LTDA,1,247039.2800
SUTECH ENGENHARIA LTDA,1,94650.0000
SVB COMERCIO DE PRODUTOS EM GERAL LTDA,1,9665.0000
SVP CONSTRUCOES E SERVICOS LTDA,1,699571.7800
SYC SOLUCOES E GESTAO DE SEGURANCA LTDA,1,32000.0000
SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,1,95000.0000
SYNTEGON TECNOLOGIA DE EMBALAGEM LIMITADA,1,1079537.0400
SARA COUTINHO ESTEVEZ,1,79500.0000
SARAH ARAUJO DE SOUZA COUTINHO 09037221432,1,11600.0000
SARAIVA EDUCACAO S.A.,1,2935737.1800
SARTORIUS DO BRASIL LTDA,1,106980.0000
SAUDE SANTA CELINA ASSISTENCIA MEDICA S.A.,1,2300000.0000
SB SISTEMA DE ENSINO E EDITORA LTDA,1,1154493.9600
SCJ SEGURANCA DIGITAL LTDA,1,229000.0000
SCOPPIO EDITORA LTDA,1,311165.8500
SCOTI ENGENHARIA E CONSULTORIA LTDA,1,205571.1600
"SCOTT SERVICOS, COMERCIO E DISTRIBUICAO LTDA",1,5000.0000
SDE STRUTECH DISTRIBUIDORA ESPECIALIZADA LTDA,1,1498546.0700
SEA TECNOLOGIA LTDA,1,645960.0000
SEBASTIAO BOAS DE OLIVEIRA,1,51972.0000
"SECO AMBIENTAL, SERVICOS, PESQUISAS E CONSTRUTORA LTDA",1,135252.4600
SANEAR - SERVICO DE SANEAMENTO AMBIENTAL DE RONDONOPOLIS TEREZINHA SILVA DE SOUZ,1,4605.4500
SANEAR SAUDE AMBIENTAL LTDA,1,308548.5600
SANETEC SANEAMENTO E SERV TECNICOS DE ENGENHARIA LTDA,1,171733.3700
SANEVITTA COMERCIO E REPRESENTACOES DE PRODUTOS MEDICOS LTDA,1,65300.0000
SANGELO INDUSTRIA E COMERCIO DE MEIAS LTDA,1,28855.8000
SANIQ LOCACAO DE BANHEIROS QUIMICOS E TOLDOS LTDA,1,89982.0000
SANTA FE SERVICOS LTDA,1,3174799.9200
SANTANA CONSTRUCOES E SANEAMENTO LTDA,1,1545090.3600
SANTILLANA EDUCACAO LTDA,1,1468244.6200
SANTOS & FEL WIRELESS E INFORMATICA LTDA,1,11638.8000
REFLOREST PLANTAS E JARDINS LTDA,1,238046.5000
REFORMAR ELEVADORES LTDA,1,15413.0000
REI DE OURO MUDANCAS E TRANSPORTES LTDA,1,1710199.8400
REIS INDUSTRIA E COMERCIO DE BOLSAS E PROMOCIONAIS LTDA,1,399978.7500
REISMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,234.0000
RENATO ANTONIO VIEIRA DA CUNHA,1,109199.3600
RENILTON DIAS DA ANUNCIACAO,1,49763.4100
RENIVALDO BISPO DO NASCIMENTO,1,40680.3900
RENOVA CONSTRUCAO E REFORMA LTDA,1,499729.7200
RENOVA CONSTRUCOES COMERCIO E SERVICOS LTDA,1,6588.0000
PRIME CONSTRUCOES LTDA,1,4620781.1400
PORTO TERCEIRIZACAO DE MAO DE OBRA LTDA,1,66847.9200
POSITIVA EMPREENDIMENTOS E SERVICOS LTDA,1,3758257.0800
POSITIVO VIGILANCIA E SEGURANCA LTDA,1,738787.6800
POUSO ALEGRE PET-CT DIAGNOSTICOS LTDA.,1,79500.0000
POWER  COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA,1,86183.7300
POWERNET SOLUTIONS LTDA,1,1598.8000
POWERTOP - GEO TECNOLOGIAS LTDA.,1,123600.0000
SEGURO SEGURANCA LTDA,1,11389800.0000
SEGUROS SURA S.A.,1,93498.6400
SEGVILLE SERVICOS ESPECIALIZADOS LTDA,1,543082.7300
SEGVILLE VIGILANCIA PATRIMONIAL E ELETRONICA LTDA,1,5610.0000
SEISELLES DISTRIBUICAO E LOGISTICA LTDA,1,36740.0000
SELBETTI TECNOLOGIA S.A.,1,4190.0000
SELECTA SERVICOS GLOBALIZADOS LTDA,1,60487.8000
SELMO DE OLIVEIRA MATOS,1,74950.9900
SEM PARAR INSTITUICAO DE PAGAMENTO LTDA,1,31658.3100
SEMECAL COMERCIO DE AUTO PECAS E SERVICOS AUTOMOTIVOS LTDA,1,25200.0000
SEPARAR PRODUTOS E SERVICOS LTDA,1,67500.0000
SEPROL IT SERVICES & CONSULTING LTDA,1,1113660.0300
SERGIO CIOFFI TRAUNETTI SERVICOS MEDICOS LTDA,1,30000.0000
SERGIO RICARDO ALVES PRODUCAO EDITORIAL LTDA,1,454270.6800
SERMACOL COMERCIO E SERVICOS LTDA,1,258499.6800
SERRA AZUL DISTRIBUIDORA DE BEBIDAS LTDA,1,64376.0000
SERRA MOBILE INDUSTRIA E COMERCIO LTDA,1,766256.1400
SERRANA - PROJETOS E CONSTRUCOES LTDA,1,242567.7300
SERVEBEM CONSERVACAO E LIMPEZA DE PREDIOS LTDA,1,9053284.0800
SERVICE ITORORO LTDA,1,109755.1200
SERVICO  AUTONOMO DE AGUA E ESGOTODE CAMOCIM,1,6204.0000
"SERVICO AUTONOMO DE AGUA, ESGOTO E SANEAMENTO URBANO",1,140760.2100
SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,1,120149.3300
SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,1,4233.8100
SERVICO AUTONOMO MUNICIPAL DE AGUAE ESGOTO,1,5000.0000
SERVICO DE AGUA E ESGOTO DE RIO BRANCO,1,5570.1600
SERVICO DE DIAGNOSTICO POR IMAGEM SANTA PAULA LTDA,1,990000.0000
SERVICO DE SANEAMENTO AMBIENTAL AGUAS DO PANTANAL,1,1569.8400
SERVICO DOS ANESTESIOLOGISTAS UNIDOS,1,120000000.0000
Sigiloso,1,88869819.2000
SIGMA DA AMAZONIA LTDA,1,36164.0000
SIGMA-ALDRICH BRASIL LTDA,1,3772.4700
SIGNO EDITORA LTDA,1,242644.5600
SILVANA DA CONCEICAO KAMPA,1,3666.0000
SILVIO APARECIDO DE MEDEIROS ELETRONICOS,1,3939.9900
